State,District,NAME
West Bengal,48-PARGANAS (S),South 24 Parganas
West Bengal,49-PARGANAS,24 Parganas
West Bengal,49-PARGANAS (N),North 24 Parganas
West Bengal,49-PARGANAS (S),South 24 Parganas
West Bengal,50-PARGANAS,24 Parganas
West Bengal,50-PARGANAS (N),North 24 Parganas
West Bengal,50-PARGANAS (S),South 24 Parganas
West Bengal,51-PARGANAS,24 Parganas
West Bengal,51-PARGANAS (N),North 24 Parganas
West Bengal,51-PARGANAS (S),South 24 Parganas
West Bengal,52-PARGANAS,24 Parganas
West Bengal,52-PARGANAS (N),North 24 Parganas
West Bengal,52-PARGANAS (S),South 24 Parganas
West Bengal,53-PARGANAS,24 Parganas
West Bengal,53-PARGANAS (N),North 24 Parganas
West Bengal,53-PARGANAS (S),South 24 Parganas
West Bengal,54-PARGANAS,24 Parganas
West Bengal,54-PARGANAS (N),North 24 Parganas
West Bengal,54-PARGANAS (S),South 24 Parganas
West Bengal,55-PARGANAS (N),North 24 Parganas
West Bengal,55-PARGANAS (S),South 24 Parganas
West Bengal,56-PARGANAS (N),North 24 Parganas
West Bengal,56-PARGANAS (S),South 24 Parganas
West Bengal,57-PARGANAS (N),North 24 Parganas
West Bengal,57-PARGANAS (S),South 24 Parganas
West Bengal,58-PARGANAS (N),North 24 Parganas
West Bengal,58-PARGANAS (S),South 24 Parganas
West Bengal,59-PARGANAS (N),North 24 Parganas
West Bengal,59-PARGANAS (S),South 24 Parganas
West Bengal,60-PARGANAS (N),North 24 Parganas
West Bengal,60-PARGANAS (S),South 24 Parganas
West Bengal,61-PARGANAS (N),North 24 Parganas
West Bengal,61-PARGANAS (S),South 24 Parganas
West Bengal,62-PARGANAS (N),North 24 Parganas
West Bengal,62-PARGANAS (S),South 24 Parganas
West Bengal,63-PARGANAS (S),South 24 Parganas
West Bengal,24 PARAGANAS NORTH,North 24 Parganas
West Bengal,24 PARAGANAS SOUTH,South 24 Parganas
West Bengal,BANKURA,Bankura
West Bengal,BARDDHAMAN,Barddhaman
West Bengal,BARDHAMAN,Barddhaman
West Bengal,BIRBHUM,Birbhum
West Bengal,BURDWAN,Barddhaman
West Bengal,CALCUTTA,Kolkata
West Bengal,CHECK,NA
West Bengal,COCH-BEHAR,Kochbihar
West Bengal,COOCH BEHAR,Kochbihar
West Bengal,COOCH-BEHAR,Kochbihar
West Bengal,COOCHBEHAR,Kochbihar
West Bengal,DAKSHIN DINAJPUR,Dakshin Dinajpur
West Bengal,DINAJPUR DAKSHIN,Dakshin Dinajpur
West Bengal,DARJEELING,Darjiling
West Bengal,DARJEELLING,Darjiling
West Bengal,DARJILING,Darjiling
West Bengal,DINAJPUR,Dinajpur
West Bengal,DINAJPUR (NORTH),Uttar Dinajpur
West Bengal,DINAJPUR UTTAR,Uttar Dinajpur
West Bengal,DINAJPUR (SOUTH),Dakshin Dinajpur
West Bengal,EAST / PURBA MEDINIPUR,East Midnapore
West Bengal,HAORA,Haora
West Bengal,HOOGHLY,Hugli
West Bengal,HOOGLY,Hugli
West Bengal,HOWARH,Haora
West Bengal,HOWRAH,Haora
West Bengal,HUGLI,Hugli
West Bengal,ISLAMPUR,Uttar Dinajpur
West Bengal,JALPAIGURI,Jalpaiguri
West Bengal,KOCH BEHAR,Kochbihar
West Bengal,KOCH BIHAR,Kochbihar
West Bengal,MALDA,Maldah
West Bengal,MALDAH,Maldah
West Bengal,MIDNAPORE,Midnapore
West Bengal,MIDNAPORE (E),East Midnapore
West Bengal,MEDINIPUR EAST,East Midnapore
West Bengal,MEDINIPUR WEST,West Midnapore
West Bengal,MIDNAPUR,Midnapore
West Bengal,MIDNAPUR (E),East Midnapore
West Bengal,MIDNAPUR (EAST),East Midnapore
West Bengal,MIDNAPUR (W),West Midnapore
West Bengal,MIDNAPUR (WEST),West Midnapore
West Bengal,MURSHIDABAD,Murshidabad
West Bengal,MUSHIDABAD,Murshidabad
West Bengal,NADIA,Nadia
West Bengal,NORTH / UTTAR DINAJPUR,Uttar Dinajpur
West Bengal,NORTH 24 PARGANAS,North 24 Parganas
West Bengal,NORTH TWENTY FOUR PARGANAS,North 24 Parganas
West Bengal,PASCHIM MEDINIPUR,West Midnapore
West Bengal,PASHCHIM MIDNAPORE,West Midnapore
West Bengal,PURBA MEDINIPUR,East Midnapore
West Bengal,PURBA MIDNAPORE,East Midnapore
West Bengal,PURILIYA,Puruliya
West Bengal,PURULIA,Puruliya
West Bengal,PURULIYA,Puruliya
West Bengal,SOUTH / DAKSHIN DINAJPUR,Dakshin Dinajpur
West Bengal,SOUTH 24 PARGANAS,South 24 Parganas
West Bengal,SOUTH TWENTY FOUR PARGANAS,South 24 Parganas
West Bengal,TOTAL,Total
West Bengal,UTTAR DINAJPUR,Uttar Dinajpur
West Bengal,WEST / PASCHIM MEDINIPUR,West Midnapore
West Bengal,WEST BENGAL,West Bengal
West Bengal,WEST DINAJPUR,West Dinajpur
West Bengal,WEST DINAJPUR (DINAJPUR-N & S),West Dinajpur
